full_jaspar_motif,jaspar_motif,jaspar_name_1,jaspar_name_2,TFClass_name_1,TFClass_name_2,RNA_name_1,RNA_name_2,TFClass_subfamily_1,TFClass_family_1,TFClass_class_1,TFClass_superclass_1,TFClass_num_1,TFClass_subfamily_2,TFClass_family_2,TFClass_class_2,TFClass_superclass_2,TFClass_num_2,lowest_level_fam_1,lowest_level_fam_2
NA,NA,NA,NA,PHTF1,NA,PHTF1,NA,NA,PHTF,Homeo domain factors,Helix-turn-helix domains,3.1.11.0.1,NA,NA,NA,NA,NA,PHTF,NA
NA,NA,NA,NA,PHTF2,NA,PHTF2,NA,NA,PHTF,Homeo domain factors,Helix-turn-helix domains,3.1.11.0.2,NA,NA,NA,NA,NA,PHTF,NA
NA,NA,NA,NA,PAX8,NA,PAX8,NA,PAX2-like,PD,Paired box factors,Helix-turn-helix domains,3.2.2.2.3,NA,NA,NA,NA,NA,PAX2-like,NA
NA,NA,NA,NA,FOXB2,NA,FOXB2,NA,FOXB,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.2.2,NA,NA,NA,NA,NA,FOXB,NA
NA,NA,NA,NA,FOXD4L1,NA,FOXD4L1,NA,FOXD,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.4.5,NA,NA,NA,NA,NA,FOXD,NA
NA,NA,NA,NA,FOXD4L3,NA,FOXD4L3,NA,FOXD,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.4.7,NA,NA,NA,NA,NA,FOXD,NA
NA,NA,NA,NA,FOXD4L4,NA,FOXD4L4,NA,FOXD,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.4.8,NA,NA,NA,NA,NA,FOXD,NA
NA,NA,NA,NA,FOXD4L5,NA,FOXD4L5,NA,FOXD,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.4.9,NA,NA,NA,NA,NA,FOXD,NA
NA,NA,NA,NA,FOXD4L6,NA,FOXD4L6,NA,FOXD,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.4.10,NA,NA,NA,NA,NA,FOXD,NA
NA,NA,NA,NA,FOXE3,NA,FOXE3,NA,FOXE,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.5.2,NA,NA,NA,NA,NA,FOXE,NA
NA,NA,NA,NA,FOXF1,NA,FOXF1,NA,FOXF,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.6.1,NA,NA,NA,NA,NA,FOXF,NA
NA,NA,NA,NA,FOXI2,NA,FOXI2,NA,FOXI,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.9.2,NA,NA,NA,NA,NA,FOXI,NA
NA,NA,NA,NA,FOXI3,NA,FOXI3,NA,FOXI,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.9.3,NA,NA,NA,NA,NA,FOXI,NA
NA,NA,NA,NA,FOXJ1,NA,FOXJ1,NA,FOXJ,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.10.1,NA,NA,NA,NA,NA,FOXJ,NA
NA,NA,NA,NA,FOXJ3,NA,FOXJ3,NA,FOXJ,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.10.3,NA,NA,NA,NA,NA,FOXJ,NA
NA,NA,NA,NA,FOXL2,NA,FOXL2,NA,FOXL,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.12.2,NA,NA,NA,NA,NA,FOXL,NA
NA,NA,NA,NA,FOXM1,NA,FOXM1,NA,FOXM,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.13.1,NA,NA,NA,NA,NA,FOXM,NA
NA,NA,NA,NA,FOXN1,NA,FOXN1,NA,FOXN,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.14.1,NA,NA,NA,NA,NA,FOXN,NA
NA,NA,NA,NA,FOXN2,NA,FOXN2,NA,FOXN,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.14.2,NA,NA,NA,NA,NA,FOXN,NA
NA,NA,NA,NA,FOXN4,NA,FOXN4,NA,FOXN,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.14.4,NA,NA,NA,NA,NA,FOXN,NA
NA,NA,NA,NA,FOXP4,NA,FOXP4,NA,FOXP,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.16.4,NA,NA,NA,NA,NA,FOXP,NA
NA,NA,NA,NA,FOXQ1,NA,FOXQ1,NA,FOXQ,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.17.1,NA,NA,NA,NA,NA,FOXQ,NA
NA,NA,NA,NA,FOXR1,NA,FOXR1,NA,FOXR,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.18.1,NA,NA,NA,NA,NA,FOXR,NA
NA,NA,NA,NA,FOXR2,NA,FOXR2,NA,FOXR,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.18.2,NA,NA,NA,NA,NA,FOXR,NA
NA,NA,NA,NA,FOXS1,NA,FOXS1,NA,FOXS,FOX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.1.19.1,NA,NA,NA,NA,NA,FOXS,NA
NA,NA,NA,NA,E2F5,NA,E2F5,NA,E2F,E2F,Fork head / winged helix factors,Helix-turn-helix domains,3.3.2.1.5,NA,NA,NA,NA,NA,E2F,NA
NA,NA,NA,NA,RFX6,NA,RFX6,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.6,NA,NA,NA,NA,NA,RFX,NA
NA,NA,NA,NA,RFX8,NA,RFX8,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.8,NA,NA,NA,NA,NA,RFX,NA
NA,NA,NA,NA,HSF5,NA,HSF5,NA,NA,HSF,Heat shock factors,Helix-turn-helix domains,3.4.1.0.5,NA,NA,NA,NA,NA,HSF,NA
NA,NA,NA,NA,HSFX1,NA,HSFX1,NA,NA,HSF,Heat shock factors,Helix-turn-helix domains,3.4.1.0.6,NA,NA,NA,NA,NA,HSF,NA
NA,NA,NA,NA,HSFY1,NA,HSFY1,NA,NA,HSF,Heat shock factors,Helix-turn-helix domains,3.4.1.0.8,NA,NA,NA,NA,NA,HSF,NA
NA,NA,NA,NA,HSFX3,NA,HSFX3,NA,NA,HSF,Heat shock factors,Helix-turn-helix domains,3.4.1.0.10,NA,NA,NA,NA,NA,HSF,NA
NA,NA,NA,NA,CDC5L,NA,CDC5L,NA,Myb-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.1.4,NA,NA,NA,NA,NA,Myb-like,NA
NA,NA,NA,NA,MIER1,NA,MIER1,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.1,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,MIER2,NA,MIER2,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.2,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,MIER3,NA,MIER3,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.3,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,MTA1,NA,MTA1,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.4,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,MTA2,NA,MTA2,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.5,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,MTA3,NA,MTA3,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.6,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,RERE,NA,RERE,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.7,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,DMAP1,NA,DMAP1,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.8,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,TRERF1,NA,TRERF1,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.9,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,ZNF541,NA,ZNF541,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.10,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,ELMSAN1,NA,ELMSAN1,NA,MIER-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.3.12,NA,NA,NA,NA,NA,MIER-like,NA
NA,NA,NA,NA,DNAJC1,NA,DNAJC1,NA,DNAJC-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.4.1,NA,NA,NA,NA,NA,DNAJC-like,NA
NA,NA,NA,NA,DNAJC2,NA,DNAJC2,NA,DNAJC-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.4.2,NA,NA,NA,NA,NA,DNAJC-like,NA
NA,NA,NA,NA,SMARCA1,NA,SMARCA1,NA,SMARCA-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.5.1,NA,NA,NA,NA,NA,SMARCA-like,NA
NA,NA,NA,NA,SMARCA5,NA,SMARCA5,NA,SMARCA-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.5.2,NA,NA,NA,NA,NA,SMARCA-like,NA
NA,NA,NA,NA,TADA2A,NA,TADA2A,NA,TADA2-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.6.1,NA,NA,NA,NA,NA,TADA2-like,NA
NA,NA,NA,NA,TADA2B,NA,TADA2B,NA,TADA2-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.6.2,NA,NA,NA,NA,NA,TADA2-like,NA
NA,NA,NA,NA,SMARCC1,NA,SMARCC1,NA,TADA2-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.6.3,NA,NA,NA,NA,NA,TADA2-like,NA
NA,NA,NA,NA,SMARCC2,NA,SMARCC2,NA,TADA2-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.6.4,NA,NA,NA,NA,NA,TADA2-like,NA
NA,NA,NA,NA,DMTF1,NA,DMTF1,NA,DMTF-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.7.1,NA,NA,NA,NA,NA,DMTF-like,NA
NA,NA,NA,NA,ETV3L,NA,ETV3L,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.10,NA,NA,NA,NA,NA,ETS-like,NA
NA,NA,NA,NA,ARID1A,NA,ARID1A,NA,ARID1,ARID-related,ARID,Helix-turn-helix domains,3.7.1.1.1,NA,NA,NA,NA,NA,ARID1,NA
NA,NA,NA,NA,ARID1B,NA,ARID1B,NA,ARID1,ARID-related,ARID,Helix-turn-helix domains,3.7.1.1.2,NA,NA,NA,NA,NA,ARID1,NA
NA,NA,NA,NA,ARID2,NA,ARID2,NA,ARID2,ARID-related,ARID,Helix-turn-helix domains,3.7.1.2.1,NA,NA,NA,NA,NA,ARID2,NA
NA,NA,NA,NA,ARID3A,NA,ARID3A,NA,ARID3,ARID-related,ARID,Helix-turn-helix domains,3.7.1.3.1,NA,NA,NA,NA,NA,ARID3,NA
NA,NA,NA,NA,ARID4A,NA,ARID4A,NA,ARID4,ARID-related,ARID,Helix-turn-helix domains,3.7.1.4.1,NA,NA,NA,NA,NA,ARID4,NA
NA,NA,NA,NA,ARID4B,NA,ARID4B,NA,ARID4,ARID-related,ARID,Helix-turn-helix domains,3.7.1.4.2,NA,NA,NA,NA,NA,ARID4,NA
NA,NA,NA,NA,ARID5A,NA,ARID5A,NA,ARID5,ARID-related,ARID,Helix-turn-helix domains,3.7.1.5.1,NA,NA,NA,NA,NA,ARID5,NA
NA,NA,NA,NA,ARID5B,NA,ARID5B,NA,ARID5,ARID-related,ARID,Helix-turn-helix domains,3.7.1.5.2,NA,NA,NA,NA,NA,ARID5,NA
NA,NA,NA,NA,JARID2,NA,JARID2,NA,JARID2,ARID-related,ARID,Helix-turn-helix domains,3.7.1.7.1,NA,NA,NA,NA,NA,JARID2,NA
NA,NA,NA,NA,SOX1,NA,SOX1,NA,Group B,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.2.1,NA,NA,NA,NA,NA,Group B,NA
NA,NA,NA,NA,SOX3,NA,SOX3,NA,Group B,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.2.3,NA,NA,NA,NA,NA,Group B,NA
NA,NA,NA,NA,SOX11,NA,SOX11,NA,Group C,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.3.2,NA,NA,NA,NA,NA,Group C,NA
NA,NA,NA,NA,SOX5,NA,SOX5,NA,Group D,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.4.1,NA,NA,NA,NA,NA,Group D,NA
NA,NA,NA,NA,SOX6,NA,SOX6,NA,Group D,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.4.2,NA,NA,NA,NA,NA,Group D,NA
NA,NA,NA,NA,SOX7,NA,SOX7,NA,Group F,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.6.1,NA,NA,NA,NA,NA,Group F,NA
NA,NA,NA,NA,SOX17,NA,SOX17,NA,Group F,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.6.2,NA,NA,NA,NA,NA,Group F,NA
NA,NA,NA,NA,SOX30,NA,SOX30,NA,Group H,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.8.1,NA,NA,NA,NA,NA,Group H,NA
NA,NA,NA,NA,CIC,NA,CIC,NA,Further SOX-related,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.9.1,NA,NA,NA,NA,NA,Further SOX-related,NA
NA,NA,NA,NA,BBX,NA,BBX,NA,Further SOX-related,SOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.1.9.3,NA,NA,NA,NA,NA,Further SOX-related,NA
NA,NA,NA,NA,TOX,NA,TOX,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.1,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,TOX2,NA,TOX2,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.2,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,TOX3,NA,TOX3,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.3,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,TOX4,NA,TOX4,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.4,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,SMARCE1,NA,SMARCE1,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.5,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,HMG20A,NA,HMG20A,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.6,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,HMG20B,NA,HMG20B,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.7,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,HMGXB3,NA,HMGXB3,NA,NA,TOX-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.2.0.8,NA,NA,NA,NA,NA,TOX-related,NA
NA,NA,NA,NA,TAF1,NA,TAF1,NA,NA,TCF7-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.3.0.5,NA,NA,NA,NA,NA,TCF7-related,NA
NA,NA,NA,NA,HMGXB4,NA,HMGXB4,NA,NA,PBRM1-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.4.0.2,NA,NA,NA,NA,NA,PBRM1-related,NA
NA,NA,NA,NA,SSRP1,NA,SSRP1,NA,NA,WHSC1-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.5.0.2,NA,NA,NA,NA,NA,WHSC1-related,NA
NA,NA,NA,NA,TFAM,NA,TFAM,NA,NA,TFAM,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.7.0.1,NA,NA,NA,NA,NA,TFAM,NA
NA,NA,NA,NA,AIRE,NA,AIRE,NA,NA,AIRE,SAND domain factors,alpha-Helices exposed by beta-structures,5.3.1.0.1,NA,NA,NA,NA,NA,AIRE,NA
NA,NA,NA,NA,DEAF1,NA,DEAF1,NA,NA,DEAF,SAND domain factors,alpha-Helices exposed by beta-structures,5.3.2.0.1,NA,NA,NA,NA,NA,DEAF,NA
NA,NA,NA,NA,GMEB1,NA,GMEB1,NA,GMEB,GMEB,SAND domain factors,alpha-Helices exposed by beta-structures,5.3.3.1.1,NA,NA,NA,NA,NA,GMEB,NA
NA,NA,NA,NA,BCL3,NA,BCL3,NA,IkappaB-like,Ankyrin-only,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.2.1.8,NA,NA,NA,NA,NA,IkappaB-like,NA
NA,NA,NA,NA,NFAT5,NA,NFAT5,NA,NA,NFAT-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.3.0.5,NA,NA,NA,NA,NA,NFAT-related,NA
NA,NA,NA,NA,RBPJL,NA,RBPJL,NA,M,CSL-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.4.1.2,NA,NA,NA,NA,NA,M,NA
NA,NA,NA,NA,EBF2,NA,EBF2,NA,NA,EBF-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.5.0.2,NA,NA,NA,NA,NA,EBF-related,NA
NA,NA,NA,NA,EBF4,NA,EBF4,NA,NA,EBF-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.5.0.4,NA,NA,NA,NA,NA,EBF-related,NA
NA,NA,NA,NA,STAT4,NA,STAT4,NA,NA,STAT,STAT domain factors,Immunoglobulin fold,6.2.1.0.4,NA,NA,NA,NA,NA,STAT,NA
NA,NA,NA,NA,STAT5A,NA,STAT5A,NA,NA,STAT,STAT domain factors,Immunoglobulin fold,6.2.1.0.5,NA,NA,NA,NA,NA,STAT,NA
NA,NA,NA,NA,STAT5B,NA,STAT5B,NA,NA,STAT,STAT domain factors,Immunoglobulin fold,6.2.1.0.6,NA,NA,NA,NA,NA,STAT,NA
NA,NA,NA,NA,STAT6,NA,STAT6,NA,NA,STAT,STAT domain factors,Immunoglobulin fold,6.2.1.0.7,NA,NA,NA,NA,NA,STAT,NA
NA,NA,NA,NA,TBX10,NA,TBX10,NA,NA,TBX1-related,T-Box factors,Immunoglobulin fold,6.5.3.0.2,NA,NA,NA,NA,NA,TBX1-related,NA
NA,NA,NA,NA,TBX22,NA,TBX22,NA,NA,TBX1-related,T-Box factors,Immunoglobulin fold,6.5.3.0.6,NA,NA,NA,NA,NA,TBX1-related,NA
NA,NA,NA,NA,MYRF,NA,MYRF,NA,NA,MYRF-related,NDT80 domain factors,Immunoglobulin fold,6.6.1.0.1,NA,NA,NA,NA,NA,MYRF-related,NA
NA,NA,NA,NA,UBP1,NA,UBP1,NA,NA,CP2-related,Grainyhead,Immunoglobulin fold,6.7.2.0.3,NA,NA,NA,NA,NA,CP2-related,NA
NA,NA,NA,NA,SMAD1,NA,SMAD1,NA,R-MAD,SMAD,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.1.1.1,NA,NA,NA,NA,NA,R-MAD,NA
NA,NA,NA,NA,SMAD9,NA,SMAD9,NA,R-MAD,SMAD,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.1.1.5,NA,NA,NA,NA,NA,R-MAD,NA
NA,NA,NA,NA,SMAD4,NA,SMAD4,NA,Co-SMAD,SMAD,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.1.2.1,NA,NA,NA,NA,NA,Co-SMAD,NA
NA,NA,NA,NA,SMAD6,NA,SMAD6,NA,I-SMAD,SMAD,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.1.3.1,NA,NA,NA,NA,NA,I-SMAD,NA
NA,NA,NA,NA,SMAD7,NA,SMAD7,NA,I-SMAD,SMAD,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.1.3.2,NA,NA,NA,NA,NA,I-SMAD,NA
NA,NA,NA,NA,TBP,NA,TBP,NA,NA,TBP-related,TATA-binding proteins,beta-Sheet binding to DNA,8.1.1.0.1,NA,NA,NA,NA,NA,TBP-related,NA
NA,NA,NA,NA,TBPL1,NA,TBPL1,NA,NA,TBP-related,TATA-binding proteins,beta-Sheet binding to DNA,8.1.1.0.2,NA,NA,NA,NA,NA,TBP-related,NA
NA,NA,NA,NA,TBPL2,NA,TBPL2,NA,NA,TBP-related,TATA-binding proteins,beta-Sheet binding to DNA,8.1.1.0.3,NA,NA,NA,NA,NA,TBP-related,NA
NA,NA,NA,NA,HMGA1,NA,HMGA1,NA,NA,HMGA,A.T hook factors,beta-Sheet binding to DNA,8.2.1.0.1,NA,NA,NA,NA,NA,HMGA,NA
NA,NA,NA,NA,HMGA2,NA,HMGA2,NA,NA,HMGA,A.T hook factors,beta-Sheet binding to DNA,8.2.1.0.2,NA,NA,NA,NA,NA,HMGA,NA
NA,NA,NA,NA,YBX2,NA,YBX2,NA,C,Dbp,Cold-shock domain factors,beta-Barrel DNA-binding domains,9.1.1.3.1,NA,NA,NA,NA,NA,C,NA
NA,NA,NA,NA,PSPC1,NA,PSPC1,NA,NA,NonO-related,NonO domain factors,Yet undefined DNA-binding domains,0.2.1.0.3,NA,NA,NA,NA,NA,NonO-related,NA
NA,NA,NA,NA,LRRFIP1,NA,LRRFIP1,NA,NA,LRRFIP,Leucine-rich repeat flightless-interacting proteins,Yet undefined DNA-binding domains,0.3.1.0.1,NA,NA,NA,NA,NA,LRRFIP,NA
NA,NA,NA,NA,LRRFIP2,NA,LRRFIP2,NA,NA,LRRFIP,Leucine-rich repeat flightless-interacting proteins,Yet undefined DNA-binding domains,0.3.1.0.2,NA,NA,NA,NA,NA,LRRFIP,NA
NA,NA,NA,NA,NFX1,NA,NFX1,NA,NA,NFX1,NFX1-type putative zinc finger factors,Yet undefined DNA-binding domains,0.4.1.0.1,NA,NA,NA,NA,NA,NFX1,NA
NA,NA,NA,NA,NFXL1,NA,NFXL1,NA,NA,NFX1,NFX1-type putative zinc finger factors,Yet undefined DNA-binding domains,0.4.1.0.2,NA,NA,NA,NA,NA,NFX1,NA
NA,NA,NA,NA,PHF5A,NA,PHF5A,NA,NA,PHF5,Uncharacterized,Yet undefined DNA-binding domains,0.0.2.0.1,NA,NA,NA,NA,NA,PHF5,NA
NA,NA,NA,NA,RFXANK,NA,RFXANK,NA,NA,RFXANK,Uncharacterized,Yet undefined DNA-binding domains,0.0.3.0.1,NA,NA,NA,NA,NA,RFXANK,NA
NA,NA,NA,NA,RFXAP,NA,RFXAP,NA,NA,RFXAP,Uncharacterized,Yet undefined DNA-binding domains,0.0.4.0.1,NA,NA,NA,NA,NA,RFXAP,NA
NA,NA,NA,NA,CREB-5,NA,CREB5,NA,ATF2,Jun-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.1.3.3,NA,NA,NA,NA,NA,ATF2,NA
NA,NA,NA,NA,ATF-5,NA,ATF5,NA,NA,ATF4-related,Basic leucine zipper factors (bZIP),Basic domains,1.1.6.0.2,NA,NA,NA,NA,NA,ATF4-related,NA
NA,NA,NA,NA,TCF15 (bHLH-EC2),NA,TCF15,NA,TWIST,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.2.5,NA,NA,NA,NA,NA,TWIST,NA
NA,NA,NA,NA,"MESP1 (Mesp, Mespa, Mespb)",NA,MESP1,NA,MESP,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.3.1,NA,NA,NA,NA,NA,MESP,NA
NA,NA,NA,NA,"TCF23 (ABF-1, MyoR, Musculin, msctcf2123)",NA,TCF23,NA,MESP,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.3.3,NA,NA,NA,NA,NA,MESP,NA
NA,NA,NA,NA,NGN3/NEUROG3,NA,NEUROG3,NA,Neurogenin-ATO,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.4.7,NA,NA,NA,NA,NA,Neurogenin-ATO,NA
NA,NA,NA,NA,AhR,NA,AhR,NA,PAS-AHR,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.1.1,NA,NA,NA,NA,NA,PAS-AHR,NA
NA,NA,NA,NA,AhRR,NA,AhRR,NA,PAS-AHR,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.1.2,NA,NA,NA,NA,NA,PAS-AHR,NA
NA,NA,NA,NA,HIF3A (hif3alpha),NA,HIF3A,NA,PAS-AHR,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.1.6,NA,NA,NA,NA,NA,PAS-AHR,NA
NA,NA,NA,NA,"ARNTL (arntla, arntlb)",NA,ARNTL,NA,PAS-ARNT,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.2.3,NA,NA,NA,NA,NA,PAS-ARNT,NA
NA,NA,NA,NA,"ARNTL2 (arntl2a, arntl2b)",NA,ARNTL2,NA,PAS-ARNT,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.2.4,NA,NA,NA,NA,NA,PAS-ARNT,NA
NA,NA,NA,NA,"NPAS2 (npas2a, npas2b)",NA,NPAS2,NA,PAS-ARNT,PAS,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.5.2.6,NA,NA,NA,NA,NA,PAS-ARNT,NA
NA,NA,NA,NA,LMYC1 (lmyc),NA,MYCL,NA,MYC,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.5.3,NA,NA,NA,NA,NA,MYC,NA
NA,NA,NA,NA,SMYC,NA,NA,NA,MYC,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.5.6,NA,NA,NA,NA,NA,MYC,NA
NA,NA,NA,NA,B-MYC,NA,NA,NA,MYC,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.5.7,NA,NA,NA,NA,NA,MYC,NA
NA,NA,NA,NA,MONDOA,NA,MLXIP,NA,MONDOlike,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.6.2,NA,NA,NA,NA,NA,MONDOlike,NA
NA,NA,NA,NA,MAD5,NA,MGA,NA,MAD,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.7.4,NA,NA,NA,NA,NA,MAD,NA
